"type","id","author","editor","advisor","note","title","pages","article_no","num_pages","keywords","doi","journal","issue_date","volume","issue_no","description","month","year","issn","booktitle","acronym","edition","isbn","conf_loc","publisher","publisher_loc"
"article","1297975","Mamdouh H. Ibrhaim and Kerrie  Holley and Nicolai M. Josuttis and Brenda  Michelson and Dave  Thomas and John  deVadoss","","","","The Future of SOA: What Worked, What Didn'T, and Where is It Going from Here?","1034--1038","","5","SOA, Web 2.0, complexity","10.1145/1297846.1297975","","","","","","","2007","","Companion to the 22Nd ACM SIGPLAN Conference on Object-oriented Programming Systems and Applications Companion","OOPSLA '07","","978-1-59593-865-7","Montreal, Quebec, Canada","ACM","New York, NY, USA"
"article","1370862","Bj&#246;rn  Borggr&#228;fe and Christian  D&#246;rner and Jan  He&#223; and Volkmar  Pipek","","","","Drawing Services: Towards a Paper-based Interface for End-user Service Orchestration","66--70","","5","end-user development, haptic interfaces, paper-based interfaces, service orchestration, service-oriented architectures","10.1145/1370847.1370862","","","","","","","2008","","Proceedings of the 4th International Workshop on End-user Software Engineering","WEUSE '08","","978-1-60558-034-0","Leipzig, Germany","ACM","New York, NY, USA"
"article","1961294","Ned  Chapin","","","","Software Characteristics of SOA Projects","152--157","","6","SOA projects, distributed systems, evolution, software maintenance, standards","10.1145/1961258.1961294","","","","","","","2010","","Proceedings of the 11th International Conference on Product Focused Software","PROFES '10","","978-1-4503-0281-4","Limerick, Ireland","ACM","New York, NY, USA"
"article","2160825","Diego  Perez-Palacin and Jos&#233;  Merseguer","","","","Performance Sensitive Self-adaptive Service-oriented Software Using Hidden Markov Models (Abstracts Only)","15--15","","1","","10.1145/2160803.2160825","SIGMETRICS Perform. Eval. Rev.","December 2011","39","3","","December","2011","0163-5999","","","","","","ACM","New York, NY, USA"
"article","2002419","Alberto J. Gonzalez and Jesus  Alcober and Ramon  Martin-de-Pozuelo and Francesc  Pinyol and Alfredo  Gutierrez and Josep Maria Monguet","","","","Costing Framework for Service-oriented Future Internet Architectures: Empowering Requester's Choice","84--90","","7","future internet socio economics, internet costing, service composition, service-oriented architectures","10.1145/2002396.2002419","","","","","","","2011","","Proceedings of the 6th International Conference on Future Internet Technologies","CFI '11","","978-1-4503-0821-2","Seoul, Republic of Korea","ACM","New York, NY, USA"
"article","2820513","Fatih  Gey and Dimitri  Van Landuyt and Wouter  Joosen and Viviane  Jonckers","","","","Continuous Evolution of Multi-tenant SaaS Applications: A Customizable Dynamic Adaptation Approach","10--16","","7","","","","","","","","","2015","","Proceedings of the Seventh International Workshop on Principles of Engineering Service-Oriented and Cloud Systems","PESOS '15","","","Florence, Italy","IEEE Press","Piscataway, NJ, USA"
"article","3076131","Marisol  Garc&#237;a-Valls and Natividad  Herrasti and Christophe  Jouvray and Aintzane  Armentia","","","","Flexible and Timely On-line Integration of Medical Services Using iLand Middleware","53--60","","8","cyber-physical medical systems, flexible service integration, middleware, service oriented applications","10.1145/3076125.3076131","SIGBED Rev.","March 2017","14","2","","March","2017","1551-3688","","","","","","ACM","New York, NY, USA"
"article","3014339","Olaf  Zimmermann","","","","Designed and Delivered Today, Eroded Tomorrow?: Towards an Open and Lean Architecting Framework Balancing Agility and Sustainability","7:1--7:1","7","1","agile practices, architectural decisions, knowledge management, metrics, patterns, refactoring, service-oriented architecture, software quality, sustainability","10.1145/2993412.3014339","","","","","","","2016","","Proccedings of the 10th European Conference on Software Architecture Workshops","ECSAW '16","","978-1-4503-4781-5","Copenhagen, Denmark","ACM","New York, NY, USA"
"article","1958776","Diego  Perez-Palacin and Jos&#233;  Merseguer","","","","Performance Sensitive Self-adaptive Service-oriented Software Using Hidden Markov Models","201--206","","6","","10.1145/1958746.1958776","","","","","","","2011","","Proceedings of the 2Nd ACM/SPEC International Conference on Performance Engineering","ICPE '11","","978-1-4503-0519-8","Karlsruhe, Germany","ACM","New York, NY, USA"
"proceeding","1370916","","","","General Chair-Kostas  Kontogiannis and General Chair-Grace A. Lewis and General Chair-Marin  Litoiu and General Chair-Dennis B. Smith","","","","","","","","","","","","","2008","","Proceedings of the 2Nd International Workshop on Systems Development in SOA Environments","","","978-1-60558-029-6","Leipzig, Germany","ACM","New York, NY, USA"
"article","2949655","Walter  Scarborough and Carrie  Arnold and Maytal  Dahan","","","","Case Study: Microservice Evolution and Software Lifecycle of the XSEDE User Portal API","47:1--47:5","47","5","API, Microservices, XSEDE User Portal","10.1145/2949550.2949655","","","","","","","2016","","Proceedings of the XSEDE16 Conference on Diversity, Big Data, and Science at Scale","XSEDE16","","978-1-4503-4755-6","Miami, USA","ACM","New York, NY, USA"
"article","1391221","","","","","SOA Testing","","1","","","10.1145/1255421.1391221","Queue","May-June 2007","5","4","","May","2007","1542-7730","","","","","","ACM","New York, NY, USA"
"article","2488181","Markus  Gulden and Stefan  Kugele","","","","A Concept for Generating Simplified RESTful Interfaces","1391--1398","","8","data transfer object, domain-specific language, representational state transfer, service-orientated architecture","10.1145/2487788.2488181","","","","","","","2013","","Proceedings of the 22Nd International Conference on World Wide Web","WWW '13 Companion","","978-1-4503-2038-2","Rio de Janeiro, Brazil","ACM","New York, NY, USA"
"article","1643830","Gerard  Briscoe and Philippe  De Wilde","","","","Computing of Applied Digital Ecosystems","5:28--5:35","5","8","distributed evolutionary computing, ecosystem-oriented architectures, multi-agent systems, service-oriented architectures","10.1145/1643823.1643830","","","","","","","2009","","Proceedings of the International Conference on Management of Emergent Digital EcoSystems","MEDES '09","","978-1-60558-829-2","France","ACM","New York, NY, USA"
"article","1364155","Bernardo  Gon&#231;alves and Jos&#233; G. Pereira Filho and Giancarlo  Guizzardi","","","","A Service Architecture for Sensor Data Provisioning for Context-aware Mobile Applications","1946--1952","","7","context-aware mobile computing, domain engineering, pervasive computing, sensor data acquisition, service-oriented architecture","10.1145/1363686.1364155","","","","","","","2008","","Proceedings of the 2008 ACM Symposium on Applied Computing","SAC '08","","978-1-59593-753-7","Fortaleza, Ceara, Brazil","ACM","New York, NY, USA"
"article","2494647","Rustem  Dautov and Iraklis  Paraskakis","","","","A Vision for Monitoring Cloud Application Platforms As Sensor Networks","25:1--25:8","25","8","autonomic computing, cloud application platforms, monitoring, sensor network, sensor web, service-oriented computing","10.1145/2494621.2494647","","","","","","","2013","","Proceedings of the 2013 ACM Cloud and Autonomic Computing Conference","CAC '13","","978-1-4503-2172-3","Miami, Florida, USA","ACM","New York, NY, USA"
"proceeding","1388336","","","","Conference Chair-Karl M. G&#246;schka and Conference Chair-Schahram  Dustdar and Conference Chair-Frank  Leymann and Conference Chair-Vladimir  Tosic","","","","","","","","","","","","","2007","","Proceedings of the 2Nd Workshop on Middleware for Service Oriented Computing: Held at the ACM/IFIP/USENIX International Middleware Conference","","","978-1-59593-928-9","Newport Beach, California","ACM","New York, NY, USA"
"article","2367691","Dale  Sexton and George  Stone","","","","SOA What","35:1--35:5","35","5","","","","","","","","","2008","","Proceedings of the 2008 Summer Computer Simulation Conference","SCSC '08","","","Edinburgh, Scotland","Society for Modeling &#38; Simulation International","Vista, CA"
"article","1787269","Marc N. Haines and Marcus A. Rothenberger","","","","How a Service-oriented Architecture May Change the Software Development Process","135--140","","6","","10.1145/1787234.1787269","Commun. ACM","August 2010","53","8","","August","2010","0001-0782","","","","","","ACM","New York, NY, USA"
"article","2491649","Jeremy  Lanman and Rowland  Darbin and Jorge  Rivera and Paul  Clements and Charles  Krueger","","","","The Challenges of Applying Service Orientation to the U.S. Army's Live Training Software Product Line","244--253","","10","bill-of-features, feature modeling, feature profiles, hierarchical product lines, product audit, product baselines, product configurator, product derivation, product line engineering, product portfolio, second generation product line engineering, software product lines, variation points","10.1145/2491627.2491649","","","","","","","2013","","Proceedings of the 17th International Software Product Line Conference","SPLC '13","","978-1-4503-1968-3","Tokyo, Japan","ACM","New York, NY, USA"
"article","2539187","Liming  Chen and Chris  Nugent and Joseph  Rafferty","","","","Ontology-based Activity Recognition Framework and Services","463:463--463:469","463","7","Activity recognition, ambient assisted living, ontology, service based computing, smart home","10.1145/2539150.2539187","","","","","","","2013","","Proceedings of International Conference on Information Integration and Web-based Applications &#38; Services","IIWAS '13","","978-1-4503-2113-6","Vienna, Austria","ACM","New York, NY, USA"
"article","1838694","Grace  Lewis and Dennis  Smith and Andreas  Metzger and Andrea  Zisman and Marco  Pistore","","","","Report of the 2Nd International Workshop on Principles of Engineering Service-oriented Systems (PESOS 2010)","30--33","","4","","10.1145/1838687.1838694","SIGSOFT Softw. Eng. Notes","September 2010","35","5","","October","2010","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1810406","Marcus  Roy","","","","Towards End-user Enabled Web Service Consumption for Mashups","413--416","","4","Enterprise Mashup, SOA, WS-*, Web 2.0, folksonomy","10.1145/1810295.1810406","","","","","","","2010","","Proceedings of the 32Nd ACM/IEEE International Conference on Software Engineering - Volume 2","ICSE '10","","978-1-60558-719-6","Cape Town, South Africa","ACM","New York, NY, USA"
"article","1632376","Flavien  Balbo and Val&#233;rie  Monfort","","","","Improving Web Services Adaptability Thanks to a Synergy Between Aspect Programming and a Multi-agent Middleware","422--425","","4","Aspect Based services, Multi Agent System, SOA, Web services, BPEL","10.1109/WI-IAT.2009.72","","","","","","","2009","","Proceedings of the 2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology - Volume 01","WI-IAT '09","","978-0-7695-3801-3","","IEEE Computer Society","Washington, DC, USA"
"article","1497317","David  Lizcano and Javier  Soriano and Marcos  Reyes and Juan J. Hierro","","","","EzWeb/FAST: Reporting on a Successful Mashup-based Solution for Developing and Deploying Composite Applications in the Upcoming Web of Services","15--24","","10","SOA, composite applications, mash-up, user-centric SOA, web 2.0, web of services, web services","10.1145/1497308.1497317","","","","","","","2008","","Proceedings of the 10th International Conference on Information Integration and Web-based Applications & Services","iiWAS '08","","978-1-60558-349-5","Linz, Austria","ACM","New York, NY, USA"
"article","3019767","Seza  Adjoyan and Abdelhak-Djamel  Seriai","","","","Reconfigurable Service-based Architecture Based on Variability Description","1154--1161","","8","architecture description language (ADL), architecture-centric reconfiguration, context-aware, dynamic reconfiguration, self-adaptive service-based systems, variability","10.1145/3019612.3019767","","","","","","","2017","","Proceedings of the Symposium on Applied Computing","SAC '17","","978-1-4503-4486-9","Marrakech, Morocco","ACM","New York, NY, USA"
"article","1985902","Heiko  Koziolek and Bastian  Schlich and Carlos  Bilich and Roland  Weiss and Steffen  Becker and Klaus  Krogmann and Mircea  Trifu and Raffaela  Mirandola and Anne  Koziolek","","","","An Industrial Case Study on Quality Impact Prediction for Evolving Service-oriented Software","776--785","","10","case study, dtmc, industrial software, lqn, palladio, performance prediction, reliability prediction, reverse engineering, service-oriented software, trade-off analysis","10.1145/1985793.1985902","","","","","","","2011","","Proceedings of the 33rd International Conference on Software Engineering","ICSE '11","","978-1-4503-0445-0","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","2980409","A. Sivagnana Ganesan and T.  Chithralekha","","","","A Survey on Survey of Migration of Legacy Systems","72:1--72:10","72","10","Legacy Systems, Migration, SOA, Software Evolution","10.1145/2980258.2980409","","","","","","","2016","","Proceedings of the International Conference on Informatics and Analytics","ICIA-16","","978-1-4503-4756-3","Pondicherry, India","ACM","New York, NY, USA"
"proceeding","2031746","","Domenico  Bianculli and Sam  Guinea and Andreas  Metzger and Andrea  Polini","","","","","","","","","","","","","","","2011","","Proceedings of the International Workshop on Quality Assurance for Service-Based Applications","","","978-1-4503-0826-7","Lugano, Switzerland","ACM","New York, NY, USA"
"article","3007215","Kaibin  Bao and Ingo  Mauser and Sebastian  Kochanneck and Huiwen  Xu and Hartmut  Schmeck","","","","A Microservice Architecture for the Intranet of Things and Energy in Smart Buildings: Research Paper","3:1--3:6","3","6","Architecture, Energy Informatics, Energy Management, Internet of Things, Middleware, Smart Building, Smart Energy, Visualization","10.1145/3007203.3007215","","","","","","","2016","","Proceedings of the 1st International Workshop on Mashups of Things and APIs","MOTA '16","","978-1-4503-4669-6","Trento, Italy","ACM","New York, NY, USA"
"article","2662421","Seema  Jehan and Ingo  Pill and Franz  Wotawa","","","","Functional SOA Testing Based on Constraints","33--39","","7","","","","","","","","","2013","","Proceedings of the 8th International Workshop on Automation of Software Test","AST '13","","978-1-4673-6161-3","San Francisco, California","IEEE Press","Piscataway, NJ, USA"
"article","1543412","Behzad  Bastani and David  Greaves","","","","Complex Open-system Design by Quasi-agents: Process-oriented Modeling in Agent-based Systems","1--14","","14","abstractions, agent-based systems, agent-oriented design, architectural style, complex systems, conceptual modeling, design patterns, evolvable systems, framework, methodologies, open systems, process-oriented design, process-oriented modeling, requirements analysis, requirements and architecture modeling, reuse, service-oriented architecture (SOA) application, software architecture, software engineering, specification","10.1145/1543405.1543412","SIGSOFT Softw. Eng. Notes","July 2009","34","4","","July","2009","0163-5948","","","","","","ACM","New York, NY, USA"
"article","2494577","Clement  Escoffier and Philippe  Lalanda and Nicolas  Rempulski","","","","H-ubu: An Industrial-strength Service-oriented Component Framework for JavaScript Applications","699--702","","4","Adaptation, Dynamism, JavaScript, Service-orientation","10.1145/2491411.2494577","","","","","","","2013","","Proceedings of the 2013 9th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2013","","978-1-4503-2237-9","Saint Petersburg, Russia","ACM","New York, NY, USA"
"article","1985509","Muhammad Ali Babar and Muhammad Aufeef Chauhan","","","","A Tale of Migration to Cloud Computing for Sharing Experiences and Observations","50--56","","7","cloud computing, evolution, open source software, software engineering, software migration","10.1145/1985500.1985509","","","","","","","2011","","Proceedings of the 2Nd International Workshop on Software Engineering for Cloud Computing","SECLOUD '11","","978-1-4503-0582-2","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","3275230","Zhongshan  Ren and Wei  Wang and Guoquan  Wu and Chushu  Gao and Wei  Chen and Jun  Wei and Tao  Huang","","","","Migrating Web Applications from Monolithic Structure to Microservices Architecture","7:1--7:10","7","10","application migration, function clustering, microservices, monolithic application","10.1145/3275219.3275230","","","","","","","2018","","Proceedings of the Tenth Asia-Pacific Symposium on Internetware","Internetware '18","","978-1-4503-6590-1","Beijing, China","ACM","New York, NY, USA"
"article","1929570","Cristian  Ruz and Fran&#231;oise  Baude and Bastien  Sauvan","","","","Component-based Generic Approach for Reconfigurable Management of Component-based SOA Applications","25--32","","8","SLA monitoring, component-based software engineering, management, monitoring, reconfiguration","10.1145/1929566.1929570","","","","","","","2010","","Proceedings of the 3rd International Workshop on Monitoring, Adaptation and Beyond","MONA '10","","978-1-4503-0422-1","Ayia Napa, Cyprus","ACM","New York, NY, USA"
"article","1929567","Andr&#233; Lage Freitas and Nikos  Parlavantzas and Jean-Louis  Pazat","","","","A QoS Assurance Framework for Distributed Infrastructures","1--8","","8","QoS assurance, self-adaptation, service-oriented architecture","10.1145/1929566.1929567","","","","","","","2010","","Proceedings of the 3rd International Workshop on Monitoring, Adaptation and Beyond","MONA '10","","978-1-4503-0422-1","Ayia Napa, Cyprus","ACM","New York, NY, USA"
"article","1723092","Serge  Mankovski and Kostas  Kontogiannis and Hausi  M&#252;ller and Ken  Wong","","","","Root Cause Analysis and Diagnosis in SOA and Cloud Environments","335--336","","2","","10.1145/1723028.1723092","","","","","","","2009","","Proceedings of the 2009 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '09","","","Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","3241439","Ingo  Simonis","","","","Container-based Architecture to Optimize the Integration of Microservices into Cloud-based Data-intensive Application Scenarios","34:1--34:3","34","3","container, microservices, software architecture","10.1145/3241403.3241439","","","","","","","2018","","Proceedings of the 12th European Conference on Software Architecture: Companion Proceedings","ECSA '18","","978-1-4503-6483-6","Madrid, Spain","ACM","New York, NY, USA"
"article","1321243","Vinod  Muthusamy and Hans-Arno  Jacobsen and Phil  Coulthard and Allen  Chan and Julie  Waterhouse and Elena  Litani","","","","SLA-driven Business Process Management in SOA","264--267","","4","","10.1145/1321211.1321243","","","","","","","2007","","Proceedings of the 2007 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '07","","","Richmond Hill, Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","1723040","Vinod  Muthusamy and Hans-Arno  Jacobsen and Tony  Chau and Allen  Chan and Phil  Coulthard","","","","SLA-driven Business Process Management in SOA","86--100","","15","","10.1145/1723028.1723040","","","","","","","2009","","Proceedings of the 2009 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '09","","","Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","1595823","Filippo  Ricca and Alessandro  Marchetto","","","","A Quick and Dirty Meet-in-the-middle Approach for Migrating to SOA","73--78","","6","meet-in-the-middle approach, soa migration","10.1145/1595808.1595823","","","","","","","2009","","Proceedings of the Joint International and Annual ERCIM Workshops on Principles of Software Evolution (IWPSE) and Software Evolution (Evol) Workshops","IWPSE-Evol '09","","978-1-60558-678-6","Amsterdam, The Netherlands","ACM","New York, NY, USA"
"article","2522921","Giovanni  Denaro and Mauro  Pezz&#232; and Davide  Tosi","","","","Test-and-adapt: An Approach for Improving Service Interchangeability","28:1--28:43","28","43","Reliability of service-oriented architectures, dynamic adaption of service-oriented applications based on standard APIs","10.1145/2522920.2522921","ACM Trans. Softw. Eng. Methodol.","October 2013","22","4","","October","2013","1049-331X","","","","","","ACM","New York, NY, USA"
"article","2534314","Samet  Ayhan and Paul  Comitz and Gary  Gerberick and Ian  Wilson","","","","ADTOS: Arrival Departure Tradeoff Optimization System","50--57","","8","air traffic management, data analytics, data stream management, flow management, information extraction","10.1145/2534303.2534314","","","","","","","2013","","Proceedings of the 4th ACM SIGSPATIAL International Workshop on GeoStreaming","IWGS '13","","978-1-4503-2532-5","Orlando, Florida","ACM","New York, NY, USA"
"article","1644075","Martin  Lipphardt and Nils  Glombitza and Jana  Neumann and Christian  Werner","","","","A Service-oriented Operating System and an Application Development Infrastructure for Wireless Sensor Networks","309--310","","2","application development, reprogramming, service-orientation, wireless sensor networks","10.1145/1644038.1644075","","","","","","","2009","","Proceedings of the 7th ACM Conference on Embedded Networked Sensor Systems","SenSys '09","","978-1-60558-519-2","Berkeley, California","ACM","New York, NY, USA"
"article","1882367","Luciano  Baresi and Carlo  Ghezzi","","","","The Disappearing Boundary Between Development-time and Run-time","17--22","","6","runtime support, self-adaptation, service-oriented systems","10.1145/1882362.1882367","","","","","","","2010","","Proceedings of the FSE/SDP Workshop on Future of Software Engineering Research","FoSER '10","","978-1-4503-0427-6","Santa Fe, New Mexico, USA","ACM","New York, NY, USA"
"article","1998446","Waldemar  Hummer and Patrick  Gaubatz and Mark  Strembeck and Uwe  Zdun and Schahram  Dustdar","","","","An Integrated Approach for Identity and Access Management in a SOA Context","21--30","","10","SAML, SOAP, WS-BPEL, WSsecurity, identity and access management","10.1145/1998441.1998446","","","","","","","2011","","Proceedings of the 16th ACM Symposium on Access Control Models and Technologies","SACMAT '11","","978-1-4503-0688-1","Innsbruck, Austria","ACM","New York, NY, USA"
"article","1639960","Renuka  Sindhgatta and Bikram  Sengupta","","","","An Extensible Framework for Tracing Model Evolution in SOA Solution Design","647--658","","12","business process, change impact, model driven development, model transformation","10.1145/1639950.1639960","","","","","","","2009","","Proceedings of the 24th ACM SIGPLAN Conference Companion on Object Oriented Programming Systems Languages and Applications","OOPSLA '09","","978-1-60558-768-4","Orlando, Florida, USA","ACM","New York, NY, USA"
"article","2095754","Steven  Rigby and Victor  Guana and Francisco  Rueda","","","","A Highly Flexible and Light Mobile Service Oriented Architecture","273--276","","4","dynamic user interface, mobile appliations, service oriented architecture","10.1145/2095697.2095754","","","","","","","2011","","Proceedings of the 9th International Conference on Advances in Mobile Computing and Multimedia","MoMM '11","","978-1-4503-0785-7","Ho Chi Minh City, Vietnam","ACM","New York, NY, USA"
"article","1596501","Christophe  Gaston and Nicolas  Rapin","","","","Test Purpose Generation for Service Evolutions: A Symbolic Approach","19--22","","4","service evolution, service oriented computing, symbolic execution, symbolic models based testing","10.1145/1596495.1596501","","","","","","","2009","","Proceedings of the 2009 ESEC/FSE Workshop on Software Integration and Evolution @ Runtime","SINTER '09","","978-1-60558-681-6","Amsterdam, The Netherlands","ACM","New York, NY, USA"
"article","2108703","Du Wan Cheun and Jae Yoo Lee and Soo Dong Kim","","","","A Comprehensive Architecture for Autonomic Service Management","72:1--72:9","72","9","autonomic computing, service management, service-oriented architecture","10.1145/2108616.2108703","","","","","","","2010","","Proceedings of the 4th International Conference on Uniquitous Information Management and Communication","ICUIMC '10","","978-1-60558-893-3","Suwon, Republic of Korea","ACM","New York, NY, USA"
"article","1526830","Lijun  Mei and Zhenyu  Zhang and W. K. Chan and T. H. Tse","","","","Test Case Prioritization for Regression Testing of Service-oriented Business Applications","901--910","","10","WSDL, XPath, service orientation, test case prioritization","10.1145/1526709.1526830","","","","","","","2009","","Proceedings of the 18th International Conference on World Wide Web","WWW '09","","978-1-60558-487-4","Madrid, Spain","ACM","New York, NY, USA"
"article","3011179","Andr&#233;  de Camargo and Ivan  Salvadori and Ronaldo dos Santos Mello and Frank  Siqueira","","","","An Architecture to Automate Performance Tests on Microservices","422--429","","8","microservices, performance test, test automation","10.1145/3011141.3011179","","","","","","","2016","","Proceedings of the 18th International Conference on Information Integration and Web-based Applications and Services","iiWAS '16","","978-1-4503-4807-2","Singapore, Singapore","ACM","New York, NY, USA"
"article","2803192","Luca  Florio","","","","Decentralized Self-adaptation in Large-scale Distributed Systems","1022--1025","","4","Decentralized, Docker, Microservices, Self-Adaptive","10.1145/2786805.2803192","","","","","","","2015","","Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering","ESEC/FSE 2015","","978-1-4503-3675-8","Bergamo, Italy","ACM","New York, NY, USA"
"article","1529760","Lei  Liu and Stefan  Thanheiser and Hartmut  Schmeck","","","","Assessing Complexity of Service-oriented Computing Using Learning Classifier Systems","2170--2171","","2","complexity, complexity measurement, experiment, learning classifier systems, service-oriented architecture, service-oriented computing, simulation","10.1145/1529282.1529760","","","","","","","2009","","Proceedings of the 2009 ACM Symposium on Applied Computing","SAC '09","","978-1-60558-166-8","Honolulu, Hawaii","ACM","New York, NY, USA"
"article","2666051","Hanen  Haouas and Johann  Bourcier","","","","Dependability-driven Runtime Management of Service Oriented Architectures","15--21","","7","EnTiMid, autonomic computing, dependability, kevoree, services","","","","","","","","2012","","Proceedings of the 4th International Workshop on Principles of Engineering Service-Oriented Systems","PESOS '12","","978-1-4673-1755-9","Zurich, Switzerland","IEEE Press","Piscataway, NJ, USA"
"article","3186288","Henning  Schulz and Tobias  Angerstein and Andr&#233;  van Hoorn","","","","Towards Automating Representative Load Testing in Continuous Software Engineering","123--126","","4","continuous delivery, continuous integration, continuous software engineering, devops, load testing, microservices, performance, workload modeling","10.1145/3185768.3186288","","","","","","","2018","","Companion of the 2018 ACM/SPEC International Conference on Performance Engineering","ICPE '18","","978-1-4503-5629-9","Berlin, Germany","ACM","New York, NY, USA"
"article","1462810","Iyad  Alshabani and Richard  Olejnik and Bernard  Toursel","","","","Service Oriented Adaptive Java Applications","43--48","","6","adaptive applications, distributed computing, grid computing, load balancing, service oriented applications","10.1145/1462802.1462810","","","","","","","2008","","Proceedings of the 3rd Workshop on Middleware for Service Oriented Computing","MW4SOC '08","","978-1-60558-368-6","Leuven, Belgium","ACM","New York, NY, USA"
"article","2093955","Adrian Padilla Duarte and Victor Adrian Sosa Herrera and Roberto Sanchez Herrera and Gloria Yadira Torrealba Melendez","","","","Using IBM Rational Application Developer to Develop Enterprise Applications with Java EE, Dojo Server Faces and Interconnecting Them Using SOA","373--374","","2","","","","","","","","","2011","","Proceedings of the 2011 Conference of the Center for Advanced Studies on Collaborative Research","CASCON '11","","","Toronto, Ontario, Canada","IBM Corp.","Riverton, NJ, USA"
"article","1764830","Kanchana  Rajaram and Chitra  Babu","","","","Evolution of a Simple Vehicle Registration System to an SOA Based e-Governance Application: A Case Study","1--7","","7","","10.1145/1764810.1764830","SIGSOFT Softw. Eng. Notes","May 2010","35","3","","May","2010","0163-5948","","","","","","ACM","New York, NY, USA"
"article","1952715","K. H. Fung and G. C. Low","","","","Quality Factors for Dynamic Evolution in Composition-based Distributed Applications","29--58","","30","component-based systems, composition-based systems, dynamic evolution, requirements, service-oriented computing","10.1145/1952712.1952715","SIGMIS Database","February 2011","42","1","","February","2011","0095-0033","","","","","","ACM","New York, NY, USA"
"article","3286798","Ouidad  Akhrif and Youn&#232;s El Bouzekri El Idrissi and Nabil  Hmina","","","","Smart University: SOC-based Study","21:1--21:6","21","6","Service Oriented Computing, Smart City, Smart Service, Smart University","10.1145/3286606.3286798","","","","","","","2018","","Proceedings of the 3rd International Conference on Smart City Applications","SCA '18","","978-1-4503-6562-8","Tetouan, Morocco","ACM","New York, NY, USA"
"proceeding","1985394","","","","Program Chair-Manuel  Carro and Program Chair-Dimka  Karastoyanova and Program Chair-Grace  Lewis and Program Chair-Anna  Liu","","","","","","","","","","","","","2011","","Proceedings of the 3rd International Workshop on Principles of Engineering Service-Oriented Systems","","","978-1-4503-0591-4","Waikiki, Honolulu, HI, USA","ACM","New York, NY, USA"
"article","1774185","Hassan  Gomaa and Koji  Hashimoto and Minseong  Kim and Sam  Malek and Daniel A. Menasc&#233;","","","","Software Adaptation Patterns for Service-oriented Architectures","462--469","","8","component, dynamic adaptation, service, service-oriented architecture, software adaptation patterns","10.1145/1774088.1774185","","","","","","","2010","","Proceedings of the 2010 ACM Symposium on Applied Computing","SAC '10","","978-1-60558-639-7","Sierre, Switzerland","ACM","New York, NY, USA"
"article","2147760","Yoann  Maurel and Philippe  Lalanda and Ada  Diaconescu","","","","Towards Introspectable, Adaptable and Extensible Autonomic Managers","479--483","","5","administration tasks, autonomic management, framework, service oriented computing, utonomic managers","","","","","","","","2011","","Proceedings of the 7th International Conference on Network and Services Management","CNSM '11","","978-3-901882-44-9","Paris, France","International Federation for Information Processing","Laxenburg, Austria, Austria"
"article","2742893","Anna  Kobusi&#324;ska and Mateusz  Ho&#322;enko and Piotr  Zierhoffer","","","","Handling Consistent Web Service Recovery in a RESTful Way","39:1--39:2","39","2","RESTful web services, consistency, rollback-recovery, service oriented systems","10.1145/2742854.2742893","","","","","","","2015","","Proceedings of the 12th ACM International Conference on Computing Frontiers","CF '15","","978-1-4503-3358-0","Ischia, Italy","ACM","New York, NY, USA"
"article","2491860","Marios  Fokaefs and Eleni  Stroulia","","","","WSMeta: A Meta-model for Web Services to Compare Service Interfaces","1--8","","8","WADL, WSDL, model-driven engineering, service comparison, service-oriented architectures","10.1145/2491845.2491860","","","","","","","2013","","Proceedings of the 17th Panhellenic Conference on Informatics","PCI '13","","978-1-4503-1969-0","Thessaloniki, Greece","ACM","New York, NY, USA"
"article","2833079","M. Swami Das and A.  Govardhan and D. Vijaya lakshmi","","","","QoS of Web Services Architecture","66:1--66:8","66","8","Middleware, QoS, SOAP, Service Oriented Architecture, UDDI, Web services, XML","10.1145/2832987.2833079","","","","","","","2015","","Proceedings of the The International Conference on Engineering & MIS 2015","ICEMIS '15","","978-1-4503-3418-1","Istanbul, Turkey","ACM","New York, NY, USA"
"article","2465753","Myunghwan  Kim and Roshan  Sumbaly and Sam  Shah","","","","Root Cause Detection in a Service-oriented Architecture","93--104","","12","anomaly correlation, call graph, monitoring, service-oriented architecture","10.1145/2465529.2465753","","","","","","","2013","","Proceedings of the ACM SIGMETRICS/International Conference on Measurement and Modeling of Computer Systems","SIGMETRICS '13","","978-1-4503-1900-3","Pittsburgh, PA, USA","ACM","New York, NY, USA"
